UPC,IMDB
043396247703,tt0432021
043396248175,tt0486051
043396248298,tt0473188
043396248366,tt0756703
043396248397,tt0445922
043396248403,tt0498399
043396248427,tt0841046
043396248519,tt0120655
043396248823,tt1078899
043396248892,tt0858433
043396249028,tt1103984
043396249158,tt0814314
043396249172,tt0814314
043396249189,tt0814314
043396249233,tt0381061
043396249240,tt0381061
043396249462,tt0087332
043396250147,tt0286486
043396250192,tt0286486
043396250253,tt0286486
043396250307,tt0286486
043396250352,tt0286486
043396250413,tt0286486
043396250789,tt0841046
043396250796,tt0841046
043396250826,tt0930072
043396251731,tt0110538
043396252219,tt1107365
043396252318,tt0119654
043396252752,tt0118364
043396252875,tt0113071
043396252882,tt0113071
043396252981,tt0889588
043396252998,tt0852713
043396253025,tt0852713
043396253032,tt0981227
043396253056,tt0981227
043396253292,tt0119305
043396253339,tt0216216
043396253360,tt1045778
043396253391,tt1111422
043396253568,tt0841032
043396253698,tt1082868
043396253728,tt0947802
043396253742,tt0947802
043396253759,tt0947802
043396254619,tt0083482
043396254657,tt0118972
043396255548,tt0486578
043396255555,tt0486578
043396255852,tt0371246
043396255869,tt0280590
043396255876,tt0389860
043396255883,tt0142342
043396255890,tt0305224
043396255906,tt0343660
043396255913,tt0272338
043396255920,tt0271263
043396256149,tt0481797
043396256156,tt0411061
043396256194,tt0151137
043396256217,tt0050212
043396256224,tt0056172
043396256347,tt0449487
043396256378,tt0449487
043396256385,tt1114740
043396256408,tt1114740
043396256415,tt1114740
043396256514,tt0844760
043396256521,tt0844760
043396256576,tt1233571
043396256866,tt0113613
043396257320,tt0051337
043396257337,tt0108174
043396257344,tt0108174
043396257764,tt0816545
043396257788,tt0816545
043396258044,tt0118972
043396258051,tt0473024
043396258068,tt0142342
043396258075,tt0314353
043396258099,tt0804505
043396258112,tt0804505
043396258228,tt0117011
043396258242,tt0097027
043396258259,tt0104257
043396258266,tt0349467
043396258273,tt0097441
043396258280,tt0790723
043396258754,tt0107206
043396258884,tt0119177
043396258891,tt0120724
043396258907,tt0498353
043396258914,tt0425430
043396258945,tt0389328
043396258976,tt0415306
043396259362,tt0443274
043396259591,tt0305224
043396259607,tt0113305
043396259614,tt0115963
043396260191,tt0119361
043396260665,"tt0119345,tt0130018,tt0469111"
043396261129,tt0838283
043396261297,tt1174954
043396261327,tt1174954
043396261334,tt1174954
043396261648,tt0829098
043396261655,tt0896866
043396261686,tt1012804
043396261709,tt1012804
043396261815,tt0464041
043396262959,tt0252076
043396262980,tt0304415
043396262997,tt0100263
043396263253,tt0439544
043396263260,tt0119887
043396263307,tt0091369
043396263314,tt0805526
043396263598,tt0482857
043396263604,tt0297162
043396263635,tt0181316
043396263642,tt0271668
043396263659,tt0057012
043396263666,tt0365686
043396263673,tt0405336
043396263680,tt0145487
043396263727,tt0112442
043396263789,tt0092005
043396263796,tt0329774
043396263857,tt0119654
043396263901,tt0813547
043396263925,tt0896866
043396263932,tt0852713
043396263963,tt0851530
043396263987,tt0851530
043396264014,tt1029167
043396264120,tt0837791
043396264151,tt1012804
043396264168,tt0866439
043396264175,tt0910936
043396264182,tt0960144
043396264199,tt0448157
043396264205,tt0838283
043396264212,tt0910936
043396264229,tt0963178
043396264267,tt0488164
043396264281,tt0795438
043396264335,tt0112095
043396264342,tt0070991
043396265080,tt0112442
043396265127,tt0210616
043396265271,tt0130018
043396265288,tt0119345
043396265295,tt0146336
043396265301,tt0115963
043396265493,tt0091369
043396265516,tt0083791
043396265967,tt1107365
043396266261,tt1146321
043396266612,tt0960144
043396266698,tt0443274
043396267091,tt0032599
043396267183,tt0478087
043396267206,tt0478087
043396267213,tt0926129
043396267244,tt0926129
043396267282,tt0228333
043396267312,tt0282209
043396267329,tt0155776
043396267374,tt0120877
043396267794,tt0104454
043396267824,tt0420223
043396268142,tt1194271
043396268722,tt0098904
043396268791,tt0417395
043396268807,tt0068152
043396269170,tt0475944
043396269200,tt0120201
043396269217,tt0367093
043396269231,tt0085811
043396269248,tt0216216
043396269262,tt0370032
043396269279,tt0271668
043396269514,tt0118571
043396271838,tt1082886
043396271845,tt1082886
043396271869,tt0923600
043396271883,tt0923600
043396271890,tt0804505
043396271975,tt0084157
043396272613,tt0167190
043396272828,tt1198138
043396272866,tt1083456
043396272897,tt0834001
043396273498,tt0167190
043396273931,tt0127723
043396274198,tt0117011
043396274358,tt1214983
043396274396,tt0974554
043396274419,tt0974554
043396274532,tt1145144
043396274594,tt0809504
043396274617,tt0809504
043396274983,tt1129423
043396275058,tt1233571
043396275072,tt0814335
043396275096,tt0814335
043396275102,tt0913354
043396275140,tt1136608
043396275171,tt1190080
043396275232,tt1142988
043396275263,tt0363988
043396275270,tt0138510
043396275287,tt0283003
043396275300,tt0297162
043396275317,tt0116277
043396275324,tt0108171
043396275331,tt0117011
043396275348,tt0345461
043396275355,tt0118972
043396275362,tt0120609
043396275379,tt0120008
043396275386,tt0134273
043396275669,tt0473188
043396275690,tt0083791
043396275706,tt0091369
043396275713,tt0415306
043396275720,tt0486051
043396276161,tt0119008
043396277212,tt0389860
043396277229,tt0139134
043396277236,tt0337563
043396277243,tt0343660
043396277250,tt0144168
043396277267,tt0436331
043396277274,tt0062994
043396277298,tt0386588
043396277304,tt0110737
043396277458,tt0960144
043396277465,tt0960144
043396278127,tt0926129
043396278769,"tt0113303,tt0119086"
043396278783,"tt0113303,tt0118744"
043396278837,tt0051337
043396278950,tt0104257
043396278998,tt0104257
043396279001,tt0448157
043396279353,tt0107362
043396279391,tt0107362
043396279544,tt0960144
043396279759,tt0482857
043396279773,tt0030993
043396279803,tt0025316
043396280212,tt1068649
043396280243,tt1068649
043396280335,tt0790772
043396280465,tt0286486
043396281189,tt0910936
043396281196,tt0910936
043396281219,tt0910936
043396281240,tt0448157
043396281257,tt0448157
043396281288,tt0838283
043396281318,tt0838283
043396281523,tt0852713
043396282032,tt0044331
043396283343,tt1084950
043396283367,tt1084950
043396285538,tt1132288
043396285927,tt0981227
043396285934,tt0981227
043396286306,tt0337563
043396286313,tt0139239
043396286320,tt0253867
043396286351,tt0105265
043396286689,tt0445922
043396286733,tt0066702
043396286740,tt0114388
043396286795,tt0114681
043396287099,tt0114134
043396287310,tt0090022
043396287327,tt0286486
043396288546,tt0956036
043396289291,tt0118300
043396289963,tt0383028
043396289987,tt0383028
043396292086,tt0814314
043396292093,tt0947802
043396292109,tt0834001
043396292116,tt0963178
043396292123,tt1198138
043396292147,tt1142988
043396292154,tt1082886
043396292178,tt0808151
043396292185,tt0808151
043396292192,tt1045778
043396292208,tt1045778
043396292215,tt1190080
043396292222,tt1190080
043396292246,tt1111422
043396292253,tt1111422
043396292260,tt1136608
043396292277,tt1136608
043396292284,tt0913354
043396292291,tt1135503
043396292314,tt1135503
043396292321,tt1135503
043396292918,tt0838283
043396293786,tt1053859
043396294660,tt1042877
043396294776,"tt0097778,tt0100050"
043396295254,tt0267804
043396295261,tt0176269
043396295292,tt0108238
043396295308,tt0079417
043396295315,tt0228333
043396295322,tt0391198
043396295346,tt0116329
043396296305,tt0083131
043396296312,tt0088172
043396296329,tt0098724
043396296350,tt0075925
043396296367,tt0085255
043396297029,tt0092400
043396297463,tt1029241
043396297685,tt0948547
043396297708,tt0948547
043396297722,tt0832318
043396297753,tt0832318
043396297777,tt1300851
043396298750,tt1245733
043396300361,tt1084950
043396301634,tt0383028
043396301658,tt1068649
043396303287,tt1073241
043396303300,tt1073241
043396303324,tt1133991
043396303348,tt1133991
043396303935,tt1042877
043396305779,tt1182887
043396305861,tt0865554
043396305892,tt0865554
043396305908,tt0772165
043396305939,tt0772165
043396306097,tt0795438
043396306103,tt0118615
043396306288,tt0878647
043396306929,tt0834001
043396306936,tt0073972
043396307940,tt1018818
043396307971,tt0961108
043396308596,tt1114740
043396309135,tt1107860
043396309159,tt1107860
043396309302,tt1064884
043396309418,tt0806027
043396309425,tt0806027
043396309500,tt0808244
043396309524,tt0808244
043396309555,tt1074929
043396309593,tt1083456
043396309609,tt1083456
043396309623,tt0977648
043396310179,tt1405412
043396310193,tt1405412
043396310742,tt0405393
043396314078,tt1133991
043396314214,tt1269734
043396314238,tt1269734
043396314443,tt1217590
043396315204,tt1178663
043396315228,tt1178663
043396315259,tt1182345
043396320949,tt0111742
043396320956,tt0344777
043396320970,tt0109836
043396321199,tt0067804
043396321236,tt0865554
043396321403,tt1028532
043396321441,tt0762125
043396321472,tt0762125
043396321489,tt1129423
043396322356,tt0207156
043396322660,tt0111333
043396322677,tt0149215
043396323087,tt1083456
043396323100,tt1083456
043396323285,tt0139239
043396323308,tt0097027
043396323612,tt0090022
043396323940,tt1182345
043396324039,tt0808244
043396324091,tt1178663
043396324718,tt1363127
043396325296,tt0120399
043396325500,tt1190536
043396325890,tt0808151
043396325975,tt1028532
043396326071,tt0105265
043396326620,tt0976192
043396326644,tt0976192
043396326699,tt0976192
043396327306,tt0160127
043396327320,tt0120746
043396328204,tt0087538
043396328242,tt0091326
043396328655,tt0120912
043396328815,tt0381798
043396329058,tt0381798
043396329188,tt0110413
043396330221,tt0445922
043396330603,tt1190536
043396330801,tt1045778
043396330825,tt1045778
043396331419,tt0070991
043396331464,tt0092400
043396331549,tt1156398
043396331570,tt1156398
043396331600,tt1035736
043396331624,tt1035736
043396331631,tt1035736
043396331662,tt1314228
043396331693,tt1314228
043396331730,tt1174732
043396331754,tt1174732
043396331761,tt1174732
043396331792,tt0814335
043396331839,tt0878835
043396331860,tt0878835
043396332034,tt0112095
043396332232,tt0185125
043396332348,tt1136608
043396332577,tt0914387
043396333352,tt1288403
043396333376,tt1288403
043396333383,tt1288403
043396333451,tt1499249
043396333550,tt0275309
043396333574,tt0964587
043396333598,tt0964587
043396334144,tt0810784
043396334212,tt0110413
043396335264,tt1244659
043396335288,tt1244659
043396335301,tt1152398
043396335349,tt1212436
043396335837,tt1086758
043396336216,tt0106582
043396338814,tt1477715
043396338821,tt1477715
043396338845,tt1477715
043396338852,tt1477715
043396339552,tt0844471
043396340404,tt1156398
043396341913,tt0115798
043396341937,tt0071853
043396341944,tt0101507
043396342101,tt0075314
043396342323,tt0057197
043396342514,tt0355702
043396342941,tt1303828
043396342965,tt1303828
043396343412,tt0989757
043396343443,tt0989757
043396343474,tt1038686
043396343504,tt1038686
043396343566,tt1235166
043396344570,tt1086758
043396346444,tt1390543
043396347076,tt1190080
043396347281,tt1075419
043396347304,tt1075419
043396347632,tt0898367
043396348837,tt0875034
043396348851,tt0875034
043396349940,tt1135084
043396349964,tt1135084
043396349971,tt1135084
043396349995,tt0824758
043396350021,tt1386588
043396350045,tt1386588
043396350052,tt1386588
043396350083,tt0944835
043396350113,tt0944835
043396350144,tt1375670
043396350175,tt1375670
043396350311,tt1352824
043396350335,tt1352824
043396350342,tt0878835
043396350366,tt0878835
043396350397,tt1038919
043396350403,tt1038919
043396350694,tt0914863
043396351240,tt0403702
043396351264,tt0403702
043396351271,tt0403702
043396351295,tt1212436
043396351318,tt1244659
043396351455,tt0914387
043396351486,tt0824758
043396352001,tt0381798
043396352049,tt0381798
043396352575,tt0914863
043396352858,tt0875034
043396352872,tt0898367
043396352902,tt1305806
043396352988,tt1439629
043396353077,tt1149361
043396353107,tt1156143
043396353121,tt1156143
043396353138,tt1194263
043396353190,tt1023441
043396353459,tt1017451
043396353800,tt1289406
043396353824,tt1289406
043396353831,tt1315981
043396353855,tt1315981
043396353862,tt1315981
043396354005,tt1352824
043396354470,tt1270286
043396354876,tt0065711
043396355194,tt1017451
043396355224,tt1404830
043396355569,tt1085507
043396355781,tt0844471
043396355903,tt0878835
043396355958,tt1305806
043396355989,tt1235166
043396356146,tt0464154
043396356160,tt0464154
043396356238,tt0997152
043396356252,tt0997152
043396356269,tt1196204
043396356283,tt1196204
043396356320,tt1519664
043396356344,tt1519664
043396356351,tt1621429
043396356511,tt1196204
043396356542,tt1609807
043396356603,tt0098384
043396357594,tt1289406
043396358003,tt0790772
043396358355,tt1023441
043396358935,tt0318627
043396359109,tt0385880
043396359130,tt1155076
043396359215,tt1149361
043396359239,tt1428556
043396359260,tt1155076
043396359901,tt0997152
043396360068,tt0090792
043396360358,"tt0423294,tt0760329"
043396362338,tt0879870
043396362369,tt0879870
043396362765,tt1282140
043396362796,tt1282140
043396362826,tt0280590
043396364042,tt1568139
043396364103,tt1183923
043396364134,tt1183923
043396364219,tt0112442
043396364257,tt0118571
043396364264,tt0208092
043396364271,tt0265086
043396364301,tt0382625
043396364318,tt0381061
043396364400,tt0400717
043396364448,tt1155076
043396364455,tt1375670
043396365346,tt1386588
043396365971,tt1220634
043396366008,tt1220634
043396366015,tt1220634
043396366046,tt0316654
043396366268,tt1285016
043396366350,tt1126591
"043396366381,043396373822",tt1126591
043396366411,tt0413300
043396366428,tt0448157
043396366435,tt0259324
043396366442,tt0119116
043396366633,tt1519664
043396366787,tt2022170
043396367616,tt1386588
043396367678,tt0944835
043396367692,tt0093278
043396367708,tt0790772
043396368491,tt0070068
043396368675,tt0464154
043396368705,tt0464154
043396368958,tt1194263
043396369016,tt1182350
043396369047,tt1182350
043396369061,tt1182350
043396369078,tt1486190
043396369108,tt1486190
043396369306,tt0120912
043396369344,tt1428556
043396370500,tt1621429
043396371484,tt1433108
043396371514,tt1433108
043396371705,tt1340773
